year,fit_peak_value,num_authors,out_degree,alpha,pa_weight,fit_weight,num_authors_weight,author_reputation_weight
1,5,1000,249,0.5,0.20,0.10,0.60,0.1
1,5,1000,249,0.5,0.20,0.10,0.60,0.1
1,5,1000,249,0.5,0.20,0.10,0.60,0.1
1,5,1000,249,0.5,0.20,0.10,0.60,0.1
1,5,1000,249,0.5,0.20,0.10,0.60,0.1












