year,fit_peak_value,num_authors,out_degree,alpha,pa_weight,fit_weight,num_authors_weight,author_reputation_weight
1,200,6,35,0.5,0.20,0.65,0.10,0.05
1,200,6,35,0.5,0.20,0.65,0.10,0.05
1,200,6,35,0.5,0.20,0.65,0.10,0.05
1,200,6,35,0.5,0.20,0.65,0.10,0.05
1,200,6,35,0.5,0.20,0.65,0.10,0.05








